Chromosome	TADborder	Nut.0h	Nut.1h	Nut.4h	Nut.7h	Nut.10h	Nut.24h	Category_tads	state_tads	Nut.0h_VS_Nut.1h	Nut.1h_VS_Nut.4h	Nut.4h_VS_Nut.7h	Nut.7h_VS_Nut.10h	Nut.10h_VS_Nut.24h	IS_Nut.0h	IS_Nut.1h	IS_Nut.4h	IS_Nut.7h	IS_Nut.10h	IS_Nut.24h	sigmoid_IS_Nut.0h	sigmoid_IS_Nut.1h	sigmoid_IS_Nut.4h	sigmoid_IS_Nut.7h	sigmoid_IS_Nut.10h	sigmoid_IS_Nut.24h
10	23400000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.736	-1.6202	-1.606	-1.6574	-1.8571	-1.4803	0.1498217218814831	0.16517728959326528	0.1671447018482667	0.1601113248322196	0.1350414287834172	0.18538211034176802
10	24825000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.507	-1.5634	-1.5758	-1.6027	-1.4789	-1.4568	0.18138381862832387	0.17315931037530138	0.17139112713928462	0.16760459083995075	0.18559362528907125	0.18895724485500856
10	251562	5	6	5	5	6	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	25400000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.8213	-0.7158	-0.7174	-0.7951	-0.8568	-0.838	0.3054877756761498	0.32831852117432603	0.32796577739317123	0.31107465089692826	0.298008350652932	0.3019561742356812
10	26000000	10	10	10	10	10	9	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.5335	-0.2858	-0.237	-0.2164	-0.4493	-0.0638	0.3697009392131226	0.42903240610877014	0.4410257854815464	0.44611013656846826	0.38952721020659703	0.484055408091846
10	26600000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4111	-0.5382	-0.4502	-0.4805	-0.4679	-0.4325	0.39864839113929634	0.36860640739800693	0.3893132153111498	0.3821340644649191	0.38511340572781794	0.3935295129316965
10	27650000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.826	-0.6778	-0.6557	-0.666	-0.7911	-0.4909	0.3044915128264603	0.3367524965436775	0.34170620735635676	0.33939308550573233	0.3119325269010533	0.379681573586467
10	2853125	7	10	10	10	6	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2287	-1.5244	-1.4212	-1.4221	-1.3787	-1.3576	0.22640903712488725	0.1788145106097007	0.19447353037623122	0.19433258092443156	0.20121786660151603	0.20463064205187764
10	28700000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.5466	-1.4745	-1.4292	-1.6307	-1.8642	-1.5886	0.1755778764007034	0.1862595994941703	0.19322336410400442	0.16373449080560484	0.13421425841372628	0.16958095830350972
10	29700000	7	7	10	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0043	-0.9822	-0.9851	-1.0686	-1.1482	-1.4994	0.2680968305032804	0.2724554737441403	0.2718810051097516	0.25566941661903086	0.24081801396334204	0.18251502872960085
10	30650000	10	10	0	0	0	0	TAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Maintained	Lost	NoTAD	NoTAD	NoTAD	-0.356	-0.3114	NA	NA	NA	NA	0.4119281968435018	0.4227730515834962	NA	NA	NA	NA
10	30948437	5	10	9	10	8	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0829	-0.9183	-0.9338	-1.0121	-1.1497	-0.9347	0.25295761098798913	0.28530440760869497	0.28215441322713647	0.2665690785392283	0.24054388354207087	0.281972160001902
10	3135937	10	5	9	9	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.7693	-1.9793	-1.8651	-2.0177	-2.3366	-2.3438	0.14562940236969926	0.12139347807829688	0.13410971212604345	0.11735702529578222	0.08813678601146262	0.08755984478476167
10	32100000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1958	-0.1838	-0.206	-0.1898	-0.2696	-0.6473	0.45120578839447556	0.4541789230770645	0.4486813516217848	0.4526919337772785	0.433005297085542	0.3435982338298109
10	32350000	0	6	8	9	4	9	NoTAD-TAD-TAD-TAD-NoTAD-TAD	Variable	Gained	Maintained	Maintained	Lost	Gained	NA	-0.1112	-0.0957	-0.1797	NA	-0.1664	NA	0.47222861122414983	0.4760932430317572	0.45519550439302114	NA	0.4584957233553849
10	32646875	5	6	6	6	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.5825	-0.6268	-0.7166	-0.7521	-0.9594	-0.948	0.3583575467984366	0.34823648170847227	0.3281421250350313	0.32036389361682416	0.2769983409523783	0.27928721594993133
10	32850000	4	0	0	0	0	0	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	NoTAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	33200000	7	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	0.2198	NA	NA	NA	NA	NA	0.5547298347190761	NA	NA	NA	NA	NA
10	33450000	10	10	8	7	10	4	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.4403	-0.3257	-0.3351	-0.3111	-0.4216	NA	0.3916694875809041	0.41928724574017995	0.4170002344931449	0.4228462640786719	0.3961339476515745	NA
10	34950000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1455	0.0627	-0.0722	0.0037	-0.171	-0.3346	0.46368903675631434	0.5156698667704495	0.4819578368949441	0.5009249989447306	0.4573538673545378	0.4171217950548244
10	35250000	10	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-0.2512	NA	NA	NA	NA	NA	0.43752816028611935	NA	NA	NA	NA	NA
10	35875000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2703	-1.6399	-1.6085	-1.6379	-1.6231	-1.9136	0.2192059013603117	0.16247867005658673	0.16679697301160865	0.16275101251224805	0.16477778590315686	0.12857695080998247
10	38100000	0	0	0	0	6	0	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Lost	NA	NA	NA	NA	8e-4	NA	NA	NA	NA	NA	0.5001999999893333	NA
10	38650000	0	0	0	0	5	0	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Lost	NA	NA	NA	NA	-0.7653	NA	NA	NA	NA	NA	0.31749668648582147	NA
10	39000000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-2.9042	-2.9845	-3.1125	-2.9131	-2.6614	NA	0.051946332185504616	0.048131043987329265	0.04259457685886196	0.05150976953256325	0.06528984349909199	NA
10	42550000	10	10	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-2.3338	-2.3255	-2.4082	-2.3451	-2.2705	NA	0.08836207801513672	0.08903296635308502	0.08254953893594612	0.08745603940306515	0.09359578581013572	NA
10	42900000	0	0	0	0	0	10	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	-1.6208	NA	NA	NA	NA	NA	0.16509456996203603
10	43301562	10	5	10	7	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.0621	0.0292	-0.0668	0.0164	-0.0629	0.1605	0.4844799873071362	0.5072994813548883	0.4833062071808883	0.5040999081078048	0.4842801824952062	0.5400390854752409
10	43609375	10	9	7	6	8	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.275	-0.0428	0.0817	0.1081	-0.2086	-0.6757	0.4316800165217519	0.48930163309151103	0.5204136463593493	0.5269987137491395	0.4480382851569758	0.33722169275147
10	43887500	10	9	10	9	0	0	TAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Maintained	Maintained	Maintained	Lost	NoTAD	-0.61	-0.6584	-0.3241	-0.3504	NA	NA	0.35205919791934975	0.3410991208867467	0.4196768726957228	0.41328542548656366	NA	NA
10	44112500	10	9	10	10	5	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.3805	-1.5036	-1.4428	-1.4066	-1.7244	-2.1687	0.2009287095643387	0.18188921030824326	0.19111212696789273	0.19677087953692912	0.15130528358741283	0.10259666338797349
10	45437500	5	10	9	9	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.5767	-0.5672	-0.7561	-0.6939	-0.7592	-0.4145	0.3596922765818874	0.36188316094172335	0.31949359664712196	0.3331660611199612	0.31881998006322687	0.3978335980035407
10	45800000	0	0	0	0	10	5	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Maintained	NA	NA	NA	NA	0.2329	0.1419	NA	NA	NA	NA	0.5579632311123782	0.5354155937182429
10	46100000	4	7	9	9	9	4	NoTAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Gained	Maintained	Maintained	Maintained	Lost	NA	-0.3962	-0.4797	-0.4067	-0.3946	NA	NA	0.40222567213388766	0.3823229683641044	0.39970366257808587	0.40261043653323	NA
10	46300000	7	10	10	10	9	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	47368750	7	6	6	8	8	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	0.3412	0.2804	0.1947	0.3095	0.4969	NA	0.5844819878011537	0.5696442865390625	0.5485218159751228	0.5767632121143934	0.6217305436124605	NA
10	47750000	4	0	0	0	0	0	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	NoTAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	48400000	0	6	9	9	6	0	NoTAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Gained	Maintained	Maintained	Maintained	Lost	NA	-2.6234	-2.5791	-2.7736	-2.6991	NA	NA	0.06764753551193675	0.070495681537617	0.058767566688344916	0.06302648389109701	NA
10	4850000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.5776	-1.5052	-1.4603	-1.6808	-1.6631	-1.6166	0.17113564914684795	0.18165124263837237	0.18842144528433055	0.15698956475707243	0.15934629761641636	0.1656743056499809
10	48550000	7	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-1.8105	NA	NA	NA	NA	NA	0.14057770706981307	NA	NA	NA	NA	NA
10	48700000	0	6	9	9	6	0	NoTAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Gained	Maintained	Maintained	Maintained	Lost	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	49500000	7	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-1.4307	NA	NA	NA	NA	NA	0.19298963955617107	NA	NA	NA	NA	NA
10	49775000	7	8	5	10	9	5	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.3188	-0.3441	-0.2681	-0.375	-0.3756	-0.6682	0.42096822485240176	0.41481388310054074	0.4333736015928336	0.40733340004593027	0.4071885603626042	0.3389000080044137
10	50750000	10	7	9	8	8	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0137	-0.8526	-0.7053	-0.8179	-1.0332	-1.5864	0.2662563793879295	0.29888773276627834	0.3306381988753529	0.3062096133436319	0.2624641879266465	0.16989099471586272
10	50900000	0	0	9	0	0	0	NoTAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD	Variable	NoTAD	Gained	Lost	NoTAD	NoTAD	NA	NA	-1.0248	NA	NA	NA	NA	NA	0.264093473861074	NA	NA	NA
10	51150000	10	10	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-5.511	-4.5371	-6.072	-5.679	-1.0485	NA	0.004025790796991658	0.010591033650855876	0.0023012475283420556	0.0034053377595916873	0.2595132460028963	NA
10	51850000	0	0	0	6	6	0	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD	Variable	NoTAD	NoTAD	Gained	Maintained	Lost	NA	NA	NA	-2.6696	-2.8082	NA	NA	NA	NA	0.06479120170863469	0.05688266847800019	NA
10	52050000	10	10	10	0	0	10	TAD-TAD-TAD-NoTAD-NoTAD-TAD	Variable	Maintained	Maintained	Lost	NoTAD	Gained	-1.556	-1.6609	-1.7772	NA	NA	-1.5885	0.17422137046038808	0.15964121964439731	0.14464922182173792	NA	NA	0.16959504109450868
10	52450000	0	0	0	0	0	7	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	-0.4221	NA	NA	NA	NA	NA	0.39601434794365614
10	52718750	10	5	6	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.9077	-0.9088	-0.8295	-0.9073	-1.0673	-0.7745	0.28747071886575426	0.2872454571155311	0.3037508029253033	0.287552658352342	0.2559168885244522	0.3155064707831732
10	53900000	0	0	10	10	0	0	NoTAD-NoTAD-TAD-TAD-NoTAD-NoTAD	Variable	NoTAD	Gained	Maintained	Lost	NoTAD	NA	NA	-0.7135	-0.7041	NA	NA	NA	NA	0.3288259298904094	0.3309038327257334	NA	NA
10	54031250	10	10	0	0	10	10	TAD-TAD-NoTAD-NoTAD-TAD-TAD	Variable	Maintained	Lost	NoTAD	Gained	Maintained	-0.4698	-0.3572	NA	NA	-0.4853	-0.401	0.384663582018829	0.4116375355682699	NA	NA	0.3810013908751325	0.4010721028702553
10	54300000	10	0	0	0	0	10	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	Lost	NoTAD	NoTAD	NoTAD	Gained	-0.2381	NA	NA	NA	NA	-0.3012	0.44075462885303796	NA	NA	NA	NA	0.4252641594524196
10	5450000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.7922	-0.8072	-0.7493	-0.8623	-1.0393	-0.8572	0.31169648206832684	0.3084874794570931	0.3209738464470597	0.29685903383359924	0.261285081968498	0.297924677665108
10	54550000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-2.0707	-2.2696	-2.3121	-2.3536	-2.3938	-2.0361	0.11197741271812331	0.09367216579523296	0.09012578983737857	0.08678005032748012	0.08364670095325445	0.11546445149264735
10	5700000	10	10	10	10	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4045	-0.4589	-0.5047	-0.4474	-0.6428	-0.5186	0.40023164828454283	0.38724680685419527	0.3764367887308059	0.389979116874249	0.3446138701227451	0.3731796587409652
10	5950000	10	7	9	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4844	-0.428	-0.4473	-0.417	-0.5254	-1.5177	0.3812136689934483	0.3946040140896794	0.3900029066764944	0.3972348461804315	0.371590402517915	0.17980045582454646
10	59900000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.1239	-1.2661	-1.266	-1.219	-1.1651	-1.3839	0.24528859038064238	0.21992559869828157	0.21994275501174526	0.228112479874777	0.23774182403271363	0.2003833729760317
10	60150000	6	6	5	9	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.25	-0.227	-0.3121	-0.2736	-0.3258	-0.445	0.43782349911420193	0.44349244003649396	0.422602235625681	0.432023514652349	0.41926289739159256	0.3905502163716748
10	61400000	10	6	9	7	0	0	TAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Maintained	Maintained	Maintained	Lost	NoTAD	-0.0337	-0.0589	-0.0423	-0.0469	NA	NA	0.4915757972584771	0.485279255533443	0.4894265765297262	0.4882771487296354	NA	NA
10	61850000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.3697	-0.1638	-0.2532	-0.2032	-0.2623	-0.1176	0.40861351413228425	0.45914131388515156	0.4370360274005715	0.4493740766181141	0.4347984015421279	0.4706338361182309
10	62200000	8	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	0.1453	NA	NA	NA	NA	NA	0.5362612265798646	NA	NA	NA	NA	NA
10	62550000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4371	-0.33	-0.4161	-0.4947	-0.7059	-0.6887	0.3924321977296111	0.4182406231581638	0.39745036148944607	0.37878699446367414	0.33050542242349973	0.3343223270889774
10	63550000	10	0	0	0	10	8	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD	Variable	Lost	NoTAD	NoTAD	Gained	Maintained	0.0039	NA	NA	NA	0.0292	-0.0051	0.5009749987641894	NA	NA	NA	0.5072994813548883	0.49872500276355536
10	63850000	9	0	0	0	8	9	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD	Variable	Lost	NoTAD	NoTAD	Gained	Maintained	0.2162	NA	NA	NA	0.1308	0.3228	0.5538404437225283	NA	NA	NA	0.5326534585804178	0.5800064816309234
10	64225000	10	5	8	10	10	5	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.433	-0.3609	-0.4688	-0.4588	-0.5055	-0.3724	0.3934101872688215	0.4107417187925314	0.3849003068127789	0.38727053579347037	0.3762490215954516	0.40796122449924294
10	6450000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4041	-0.3222	-0.1343	-0.2028	-0.3915	-0.6395	0.4003276706256571	0.42013968475898494	0.46647537374138137	0.44947305342746413	0.4033562584513673	0.3453595738207755
10	64900000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2883	-1.2871	-1.4435	-1.5734	-1.5267	-1.617	0.2161406924517682	0.21634407037644499	0.19100393856764422	0.17173223489486245	0.17847702833838183	0.16561902251170846
10	65575000	10	10	10	10	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-2.0599	-2.2389	-2.2338	-2.4604	-2.4886	-2.5324	0.11305585710710846	0.09631123812821057	0.09675603337025004	0.0786813360500736	0.07666123664561293	0.0736178032838358
10	69575000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.7924	-0.6579	-0.7435	-0.8004	-0.9202	-0.9323	0.31165357532734106	0.3412115050686865	0.3222392647396913	0.30993996149640746	0.284917144673168	0.2824583274301897
10	70100000	10	10	10	10	10	9	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.7299	-0.6547	-0.5226	-0.5953	-0.9027	-0.9399	0.3252166721129408	0.34193118602554584	0.37224446798855554	0.35541971435073527	0.288495962724835	0.2809205425601921
10	70400000	0	0	0	0	5	0	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Lost	NA	NA	NA	NA	0.5969	NA	NA	NA	NA	NA	0.6449467552618371	NA
10	70600000	10	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-0.1496	NA	NA	NA	NA	NA	0.46266959574642147	NA	NA	NA	NA	NA
10	70753125	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4726	-0.4674	-0.4263	-0.5102	-0.5976	-0.7624	0.38400104338329544	0.38523181306228704	0.39501020263640935	0.3751466420332137	0.3548929677001558	0.3181254271798465
10	71150000	5	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-0.2443	NA	NA	NA	NA	NA	0.4392269569799117	NA	NA	NA	NA	NA
10	71900000	10	10	9	10	10	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.2833	-0.3575	-0.2583	-0.2923	-0.4027	-0.6133	0.42964492346350125	0.4115648798723618	0.4357816516752837	0.4274408824611686	0.40066380907339744	0.35130679131759485
10	72175000	10	9	9	9	10	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.5612	-0.3925	-0.2764	-0.3819	-0.5949	-1.1025	0.3632698483635756	0.40311562174023297	0.43133658409466213	0.4056687220262491	0.3555113582658753	0.24927176283647146
10	72650000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4669	-0.2136	-0.23	-0.2218	-0.2783	-0.9068	0.38535023398693086	0.4468021090005535	0.44275214540144436	0.4447762102233497	0.43087060288988044	0.28765510229569285
10	73050000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1233	0.2031	0.2336	0.226	-0.236	0.3144	0.46921399314391243	0.5506011795550505	0.5581358722852279	0.556260739141165	0.4412723220423236	0.5779588862868809
10	73600000	7	8	7	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.6429	-0.6386	-0.5695	-0.5855	-0.7318	-0.6604	0.34459128495864183	0.3455630798350019	0.3613522052446405	0.3576680280645974	0.324799854160952	0.34064976282208165
10	73850000	9	0	0	0	8	0	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	Lost	NoTAD	NoTAD	Gained	Lost	-0.4911	NA	NA	NA	-0.4894	NA	0.37963447002485623	NA	NA	NA	0.38003492250619103	NA
10	74100000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.1925	-1.0481	-1.2323	-1.2695	-1.3034	-1.1084	0.23281211095885798	0.2595901198451884	0.22577912547635665	0.21934285585715438	0.21359335863556295	0.24816929833509874
10	74984375	9	4	8	7	10	7	TAD-NoTAD-TAD-TAD-TAD-TAD	Variable	Lost	Gained	Maintained	Maintained	Maintained	-0.5607	NA	-0.5037	-0.5514	-0.7975	-0.6279	0.3633855087011105	NA	0.3766715498519013	0.365539659326411	0.31056054693922636	0.3479868587876932
10	7550000	10	7	0	10	10	10	TAD-TAD-NoTAD-TAD-TAD-TAD	Variable	Maintained	Lost	Gained	Maintained	Maintained	-0.6293	-0.5846	NA	-0.655	-0.7309	-0.5627	0.3476692776198218	0.3578748219894757	NA	0.3418636849519819	0.32499725969256543	0.3629229622748478
10	75525000	8	10	8	10	8	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.6637	-0.6055	-0.6642	-0.5601	-0.8996	-1.6962	0.33990894829966384	0.3530863908586841	0.33979677185364066	0.3635243219637484	0.28913270443345207	0.1549622188401868
10	75750000	4	0	0	0	4	0	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	NoTAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	76000000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2041	-1.3091	-1.3295	-1.4549	-1.5272	-1.628	0.23074665242871703	0.2126374856593298	0.2092420831027802	0.189248596519223	0.17840372863433132	0.16410452541125248
10	77000000	10	10	8	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.8261	-1.9499	-2.0898	-2.1219	-2.1939	-2.3856	0.13870352996668706	0.1245642625787242	0.11009216721094264	0.10698640828753732	0.10029961011509787	0.08427738004804934
10	7796875	6	4	6	6	8	0	TAD-NoTAD-TAD-TAD-TAD-NoTAD	Variable	Lost	Gained	Maintained	Maintained	Lost	-0.4981	NA	-0.4352	-0.4071	-0.5424	NA	0.37798727963113454	NA	0.39288530561799656	0.399607690171758	0.36762945792664853	NA
10	78900000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0726	-1.0314	-0.9912	-1.0647	-1.2162	-0.8736	0.25490895058932117	0.26281277500434297	0.27067512035139446	0.25641230357393024	0.22860587125783532	0.294505769425149
10	79512500	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.751	-0.7948	-0.8082	-0.8912	-0.9498	-1.0437	0.3206034448841439	0.31113894670431835	0.308274197366582	0.29086225164800117	0.278925045371413	0.26043670759672954
10	79800000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.9142	-0.7222	-0.7463	-0.9503	-1.1695	-1.3969	0.28614115677731056	0.32690871202353783	0.32162804622205016	0.2788244935560339	0.23694537351434966	0.19830849547995982
