Chromosome	TADborder	Nut.0h	Nut.1h	Nut.4h	Nut.7h	Nut.10h	Nut.24h	Category_tads	state_tads	Nut.0h_VS_Nut.1h	Nut.1h_VS_Nut.4h	Nut.4h_VS_Nut.7h	Nut.7h_VS_Nut.10h	Nut.10h_VS_Nut.24h	IS_Nut.0h	IS_Nut.1h	IS_Nut.4h	IS_Nut.7h	IS_Nut.10h	IS_Nut.24h	sigmoid_IS_Nut.0h	sigmoid_IS_Nut.1h	sigmoid_IS_Nut.4h	sigmoid_IS_Nut.7h	sigmoid_IS_Nut.10h	sigmoid_IS_Nut.24h
1	100200000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.9805	-0.9421	-0.9605	-0.9732	-1.2998	-1.2307	0.27279258399643114	0.2804763476092048	0.2767780977145861	0.2742431340253949	0.21419867855415534	0.22605893284225811
1	100950000	10	10	10	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.0537	0.0484	-0.0068	-0.0986	-0.2005	-0.0039	0.48657822519814353	0.5120976384718673	0.49830000655063633	0.47536995112998237	0.4500422474873525	0.4990250012358106
1	101350000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1239	-0.099	-0.0601	0.044	-0.0597	0.2465	0.4690645645755116	0.47527019476983695	0.4849795209045727	0.5109982256768415	0.4850794312576041	0.5613148449641978
1	101823437	8	7	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0965	-1.234	-1.247	-1.2471	-1.22	-1.1793	0.25039626323351893	0.2254820990639645	0.22321988517324703	0.22320254637636122	0.22793645057321624	0.2351780814410975
1	103800000	10	10	8	6	0	0	TAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Maintained	Maintained	Maintained	Lost	NoTAD	0.1503	-0.0726	-0.0865	-0.0016	NA	NA	0.5375044242077509	0.481857967824877	0.47838847355685854	0.4996000000853333	NA	NA
1	104162500	10	10	8	7	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.4952	-1.5498	-1.6967	-1.7315	-1.6346	-2.3465	0.1831425183556734	0.17511515625454385	0.15489675567039785	0.15039581384902104	0.1632011814038764	0.08734437344246365
1	10550000	10	10	10	10	7	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4248	-0.518	-0.4049	-0.5649	-0.7728	-3.2799	0.39536872474460605	0.37332001937773046	0.40013563360711507	0.3624144540818963	0.3158737215129296	0.03626721140264749
1	108300000	10	10	10	10	10	9	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4482	-0.5325	-0.5568	-0.5516	-0.6543	-0.3206	0.3897888173097183	0.36993399171498176	0.3642882007831369	0.3654932764905388	0.34202119741556264	0.42052953021698714
1	108700000	10	10	10	10	10	4	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.3055	-0.4619	-0.1186	-0.0799	0.0569	NA	0.42421351612755503	0.3865351879475151	0.4703847058265738	0.480035619936919	0.5142211633253067	NA
1	109250000	7	6	7	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.211	-0.553	-0.3282	-0.3124	-0.3794	-0.4735	0.4474448394968623	0.36516866655280217	0.41867865523144515	0.4225290344500912	0.4062716179170802	0.38378817580298213
1	109600000	0	0	0	0	5	0	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Lost	NA	NA	NA	NA	-0.1402	NA	NA	NA	NA	NA	0.465007299391555	NA
1	109750000	6	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-0.3275	NA	NA	NA	NA	NA	0.41884903571060617	NA	NA	NA	NA	NA
1	110050000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4924	-0.2889	-0.4305	-0.4247	-0.4333	-0.5956	0.37932835218686234	0.4282731865828121	0.39400694250763924	0.3953926302243361	0.39333859797501863	0.3553509883698768
1	11050000	10	10	10	8	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-1.0578	-0.9891	-0.9182	-1.167	-1.6506	NA	0.25773010197759794	0.27108988114951277	0.2853247986267249	0.2373976763883955	0.16102787435085278	NA
1	110575000	7	8	10	10	9	5	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.7183	-0.6331	-0.442	-0.5469	-0.6141	-0.7882	0.32776744431100174	0.34680795490487043	0.39126451260924977	0.3665839312989827	0.3511245007478594	0.31255529493371675
1	111050000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.8139	-0.7917	-0.6309	-0.7494	-0.7774	-0.6336	0.3070600525816666	0.31180376305935315	0.3473064935566386	0.3209520518736233	0.31488051592799854	0.3466946974836381
1	111617187	7	7	7	5	7	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1468	-0.0881	-0.0477	-0.0478	-0.1922	0.4352	0.46336576609345864	0.4779892347400062	0.488077260555097	0.48805227480007923	0.45209737289624036	0.6071146943820034
1	111850000	7	0	0	5	0	6	TAD-NoTAD-NoTAD-TAD-NoTAD-TAD	Variable	Lost	NoTAD	Gained	Lost	Gained	-0.1089	NA	NA	0.0116	NA	0.1376	0.4728018737130367	NA	NA	0.5028999674817709	NA	0.5343458257911686
1	112065625	7	10	8	5	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	0.1626	0.1854	0.2067	0.2116	0.1186	0.4216	0.540560674857669	0.546217688447513	0.5514917986284892	0.552703498594191	0.5296152941734262	0.6038660523484256
1	112350000	10	10	9	10	8	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.371	-0.4305	-0.4559	-0.4336	-0.4934	-0.0419	0.408299408429781	0.39400694250763924	0.3879589073472395	0.39326701326255786	0.3790929422603696	0.4895265322322296
1	112900000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.8088	-0.8644	-0.8933	-0.9222	-0.9837	-1.2041	0.30814626735694745	0.2964208800387732	0.29042929301325093	0.2845098412861978	0.2721582400178763	0.23074665242871703
1	113250000	9	10	10	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1809	-0.0919	-0.1023	-0.1269	-0.2732	-0.4185	0.45489792935936124	0.4770411561794039	0.474447280832066	0.46831750547109663	0.43212166899889126	0.396875742618022
1	113609375	6	6	6	6	6	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.4872	-0.3369	-0.4149	-0.3889	-0.5141	-0.5818	0.38055339757105594	0.4165627001086651	0.3977377771101674	0.4039821313309746	0.37423288273436167	0.35851851894302195
1	114321875	9	4	4	10	9	6	TAD-NoTAD-NoTAD-TAD-TAD-TAD	Variable	Lost	NoTAD	Gained	Maintained	Maintained	-0.5109	NA	NA	-0.6601	-0.7472	-0.6585	0.3749825682322257	NA	NA	0.34071714829351696	0.32143171265217	0.3410766461928286
1	114500000	9	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	-0.301	NA	NA	NA	NA	NA	0.4253130430937561	NA	NA	NA	NA	NA
1	114700000	0	0	0	0	7	8	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD	Variable	NoTAD	NoTAD	NoTAD	Gained	Maintained	NA	NA	NA	NA	0.4775	0.5955	NA	NA	NA	NA	0.6171573626529722	0.644626103632437
1	114900000	8	0	0	0	0	0	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Lost	NoTAD	NoTAD	NoTAD	NoTAD	0.3176	NA	NA	NA	NA	NA	0.578739242665248	NA	NA	NA	NA	NA
1	115075000	9	0	0	0	7	10	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD	Variable	Lost	NoTAD	NoTAD	Gained	Maintained	0.514	NA	NA	NA	0.4471	0.6198	0.6257436987079079	NA	NA	NA	0.609949512149014	0.6501730603298103
1	115375000	9	0	0	0	5	0	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	Lost	NoTAD	NoTAD	Gained	Lost	0.112	NA	NA	NA	0.0206	NA	0.5279707673355735	NA	NA	NA	0.5051498178865615	NA
1	115610937	10	6	5	7	7	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.0793	-0.1542	-0.2272	-0.1723	-0.0979	-0.015	0.48018538258049437	0.4615262044773648	0.44344307921537707	0.45703124958631175	0.47554452948525	0.496250070310918
1	116150000	7	7	6	7	10	5	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	0.0068	0.0915	0.0961	0.0903	-0.0236	0.2296	0.5016999934493637	0.5228590537489045	0.5240065273996259	0.5225596726161529	0.49410027382341587	0.5571491632666672
1	116450000	0	0	0	0	0	7	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	0.3995	NA	NA	NA	NA	NA	0.5985675238140991
1	116650000	10	9	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.0993	0.0561	0.0805	-0.0056	0.0368	NA	0.47519537879443347	0.5140213228555828	0.5201141391187974	0.4986000036586552	0.5091989618899181	NA
1	116800000	0	0	0	0	0	7	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	0.6222	NA	NA	NA	NA	NA	0.6507187387217017
1	117075000	10	6	6	9	9	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.3249	-0.3283	-0.3172	-0.3172	-0.4254	-0.2504	0.41948204666916605	0.41865431674550074	0.4213582804576762	0.4213582804576762	0.39522530237504494	0.43772504793095957
1	117631250	5	6	5	8	7	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.0801	-0.046	0.0024	-0.0297	-0.0087	0.2047	0.47998569985170436	0.4885020274043356	0.5005999997120002	0.4925755457450479	0.49782501371870863	0.5509970506531309
1	117950000	0	0	0	0	0	4	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	NoTAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	118175000	6	0	0	0	0	5	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	Lost	NoTAD	NoTAD	NoTAD	Gained	0.5106	NA	NA	NA	NA	0.7198	0.624947117938639	NA	NA	NA	NA	0.6725629741839533
1	118550000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2415	-1.4259	-1.6367	-1.5566	-1.5655	-1.4732	0.2241749969474773	0.19373831567025168	0.16291459443855122	0.17413506636187462	0.17285884886854586	0.1864567169126343
1	11953125	6	5	6	5	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0558	-0.9785	-1.0343	-1.182	-1.4213	-3.0705	0.25811289792289294	0.2731895178169612	0.2622513091592948	0.23469278148577621	0.19445786549721186	0.04434063548964157
1	119575000	10	6	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.1575	-0.3789	-0.356	-0.3763	-0.1761	-0.2607	0.4607061941016405	0.40639223106220096	0.4119281968435018	0.407019601120778	0.45608842065848243	0.4351916404844228
1	119968750	7	5	5	10	6	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.3615	-0.3112	-0.3405	-0.4242	-0.4469	-0.288	0.4105965067981701	0.42282185953687906	0.41568802620170475	0.3955121651230557	0.39009807111813444	0.4284935705324441
1	121500000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	12300000	10	10	10	8	8	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.3389	-0.1366	-0.16	-0.1986	-0.424	NA	0.41607670493693955	0.46590300309857996	0.46008511544443426	0.4505125500104896	0.39555998258063735	NA
1	12575000	10	0	0	0	0	7	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	Lost	NoTAD	NoTAD	NoTAD	Gained	0.938	NA	NA	NA	NA	-0.5513	0.7186954897648784	NA	NA	NA	NA	0.3655628516799155
1	12850000	9	7	9	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-1.3451	-1.1628	-1.2708	-1.2591	-1.1719	NA	0.2066726164518985	0.2381588829092088	0.21912033603812855	0.2211288611141175	0.2365117220677859	NA
1	1350000	0	7	9	7	0	0	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Gained	Maintained	Maintained	Lost	NoTAD	NA	-1.1969	-0.7492	-1.1725	NA	NA	NA	0.23202714826779253	0.32099564180086976	0.23640339484037304	NA	NA
1	13825000	4	7	5	7	5	0	NoTAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Gained	Maintained	Maintained	Maintained	Lost	NA	-2.3022	-2.522	-2.5109	-2.3149	NA	NA	0.09094092179054881	0.07433021748640478	0.07509757343669154	0.08989644442580992	NA
1	14050000	4	5	0	0	0	0	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Gained	Lost	NoTAD	NoTAD	NoTAD	NA	0.1825	NA	NA	NA	NA	NA	0.5454987872127821	NA	NA	NA	NA
1	14300000	7	10	7	10	0	0	TAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Maintained	Maintained	Maintained	Lost	NoTAD	-0.0032	-0.1085	-0.0772	-0.1535	NA	NA	0.49920000068266596	0.4729015789011956	0.4807095797000259	0.46170017299246213	NA	NA
1	143525000	10	10	9	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	144768750	10	10	9	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	0.0937	-0.4448	-0.467	-0.1954	0.0296	NA	0.5234078763473582	0.39059782156256445	0.3853265487153864	0.4513048379763388	0.507399459748668	NA
1	145131250	8	10	10	6	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.8898	-1.074	-1.0912	-0.6512	-0.9461	-2.429	0.2911511021372795	0.25464313931138977	0.251392377927054	0.34271917104181443	0.2796698194284594	0.08098786486635774
1	145400000	8	10	10	6	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.9784	-0.8264	-0.8124	-0.666	-0.9784	NA	0.2732093739678202	0.3044068088791486	0.30737930618200116	0.33939308550573233	0.2732093739678202	NA
1	145725000	10	6	0	0	0	5	TAD-TAD-NoTAD-NoTAD-NoTAD-TAD	Variable	Maintained	Lost	NoTAD	NoTAD	Gained	-2.0939	-2.2216	NA	NA	NA	NA	0.10969112417309414	0.09782750175225716	NA	NA	NA	NA
1	145850000	0	0	7	10	7	0	NoTAD-NoTAD-TAD-TAD-TAD-NoTAD	Variable	NoTAD	Gained	Maintained	Maintained	Lost	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	146500000	8	5	0	0	0	0	TAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD	Variable	Maintained	Lost	NoTAD	NoTAD	NoTAD	-0.7707	-0.8902	NA	NA	NA	NA	0.3163277016629085	0.2910685561790885	NA	NA	NA	NA
1	146800000	10	9	9	10	9	8	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.2137	-0.1214	-0.0667	-0.0978	-0.2594	0.2553	0.4467773921336232	0.4696872199035839	0.48333117935428366	0.47556946973921804	0.43551120720268827	0.563480578731794
1	147050000	10	10	7	10	9	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	0.4973	0.4653	0.558	0.5308	0.479	0.6814	0.6218246117007232	0.6142707278734711	0.6359896527029889	0.6296696799304964	0.6175117115432239	0.6640510912365468
1	147356250	7	5	5	6	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.1841	-1.0144	-1.1052	-1.219	-1.2565	NA	0.23431580628663293	0.26611964702185936	0.2487668395113175	0.228112479874777	0.22157698608992285	NA
1	147800000	7	5	0	6	10	0	TAD-TAD-NoTAD-TAD-TAD-NoTAD	Variable	Maintained	Lost	Gained	Maintained	Lost	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	148950000	0	0	5	0	0	0	NoTAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD	Variable	NoTAD	Gained	Lost	NoTAD	NoTAD	NA	NA	-1.7253	NA	NA	NA	NA	NA	0.15118974905759214	NA	NA	NA
1	149209375	6	7	5	7	9	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.8038	-1.3429	-0.8203	-0.7817	-0.7827	NA	0.30921324938284545	0.20703355913126995	0.30569998192976494	0.31395361284437723	0.3137382661849644	NA
1	149350000	0	0	0	0	0	10	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	149800000	10	10	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-2.4202	-2.5356	-2.5802	-2.386	-2.2811	NA	0.08164525834479473	0.07339986651631784	0.07042363693823032	0.08424651529962639	0.09270039392325582	NA
1	150200000	6	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.6547	-0.3908	-0.438	-0.5298	-0.7893	-1.4986	0.34193118602554584	0.40352473183287013	0.39221763226527284	0.37056353606521913	0.31231899274969954	0.18263442168202165
1	150450000	6	0	0	0	5	0	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	Lost	NoTAD	NoTAD	Gained	Lost	0.1489	NA	NA	NA	0.0214	NA	0.5371563752044397	NA	NA	NA	0.5053497958355165	NA
1	151000000	10	8	9	4	7	0	TAD-TAD-TAD-NoTAD-TAD-NoTAD	Variable	Maintained	Maintained	Lost	Gained	Lost	-0.8509	-0.6193	-0.7768	NA	-0.9227	NA	0.2992440960729553	0.34994067223357955	0.3150099687686309	NA	0.28440807025789683	NA
1	151200000	10	8	9	4	7	8	TAD-TAD-TAD-NoTAD-TAD-TAD	Variable	Maintained	Maintained	Lost	Gained	Maintained	-0.6246	-0.519	-0.6742	NA	-0.825	-1.3416	0.3487359775144736	0.3730860968480159	0.3375570294009266	NA	0.3047033306524346	0.20724706227911824
1	152000000	9	10	9	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.3285	-1.3925	-1.4827	-1.4749	-1.4702	-1.3229	0.20940759104549408	0.19900894599661081	0.1850199465788669	0.18619898031801618	0.18691221685674558	0.21033621367294317
1	152465625	10	6	8	9	9	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.1665	-0.1072	-0.1964	-0.17	-0.1634	NA	0.45847089571894895	0.47322563564965797	0.45105722127351355	0.45760205922564895	0.4592406477343949	NA
1	153300000	10	8	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-1.3426	-1.376	-1.4426	-1.314	-1.5252	NA	0.20708281465932293	0.20165218564720608	0.19114304653430422	0.21181826916956134	0.17869706888730183	NA
1	153500000	0	4	4	0	0	9	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	-2.2769	NA	NA	NA	NA	NA	0.09305424825669557
1	154300000	0	0	0	0	0	3	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD	NoTAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	154437500	10	8	3	5	8	0	TAD-TAD-NoTAD-TAD-TAD-NoTAD	Variable	Maintained	Lost	Gained	Maintained	Lost	-0.2065	-0.189	NA	-0.1886	-0.3051	NA	0.44855767159974297	0.45289015082601536	NA	0.45298926495723885	0.42431122165170043	NA
1	15450000	10	10	10	10	0	0	TAD-TAD-TAD-TAD-NoTAD-NoTAD	Variable	Maintained	Maintained	Maintained	Lost	NoTAD	-0.2538	-0.1387	-0.1755	-0.1256	NA	NA	0.4368884116587914	0.4653804821759497	0.45623726763960043	0.4686412138435656	NA	NA
1	154950000	10	6	0	0	8	10	TAD-TAD-NoTAD-NoTAD-TAD-TAD	Variable	Maintained	Lost	NoTAD	Gained	Maintained	-0.6123	-0.3828	NA	NA	-0.7305	-3.2583	0.3515347155190737	0.40545174901250614	NA	NA	0.3250850154507486	0.0370297811890595
1	155125000	10	0	8	5	10	0	TAD-NoTAD-TAD-TAD-TAD-NoTAD	Variable	Lost	Gained	Maintained	Maintained	Lost	-1.0562	NA	-0.9671	-0.9898	-1.9282	NA	0.25803630908231573	NA	0.27545891093091607	0.2709515832053776	0.12694994677960195	NA
1	15650000	0	0	0	0	0	10	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD	Variable	NoTAD	NoTAD	NoTAD	NoTAD	Gained	NA	NA	NA	NA	NA	-3.257	NA	NA	NA	NA	NA	0.03707616524873922
1	156575000	8	9	10	6	0	7	TAD-TAD-TAD-TAD-NoTAD-TAD	Variable	Maintained	Maintained	Maintained	Lost	Gained	-1.3673	-1.1521	-1.1358	-1.0662	NA	-1.9682	0.20305642232373783	0.24010571853868828	0.24309232037331255	0.2561264105363501	NA	0.12258235599677979
1	1568750	5	0	5	6	5	0	TAD-NoTAD-TAD-TAD-TAD-NoTAD	Variable	Lost	Gained	Maintained	Maintained	Lost	-1.3658	NA	-1.0277	-0.8705	-2.6484	NA	0.20329926721256483	NA	0.2635302500518169	0.29515027305424035	0.06608769313401129	NA
1	156900000	10	10	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-1.4465	-1.5339	-1.4767	-1.516	-1.724	NA	0.19054080393327108	0.17742378566213937	0.1859263823102929	0.1800512951340581	0.151356655549879	NA
1	157150000	10	10	10	10	10	10	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.2946	-1.2177	-1.3032	-1.3286	-1.4818	-1.1772	0.21507523082617067	0.22834146110612996	0.21362695480704072	0.2093910359214014	0.18515569386097364	0.2355560171201212
1	157900000	10	10	10	10	10	5	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.0291	0.0049	0.0093	-0.013	-0.0173	0.2143	0.4927255133350929	0.5012249975489851	0.5023249832427075	0.4967500457700599	0.4956751078658759	0.5533709035387255
1	158150000	10	10	10	10	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.5273	-0.6542	-0.7642	-0.7537	-0.5883	-0.4572	0.3711468400179278	0.34204370204086265	0.31773509611799644	0.32001562439903003	0.35702500823974476	0.38765027151294634
1	15850000	10	10	10	10	10	0	TAD-TAD-TAD-TAD-TAD-NoTAD	Variable	Maintained	Maintained	Maintained	Maintained	Lost	-0.7294	-0.6416	-0.7205	-0.8191	-0.884	NA	0.32532640709472366	0.3448849468168561	0.32728288902719394	0.3059547383017689	0.29234956690584907	NA
1	159100000	10	9	7	10	10	9	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.745	-0.447	-0.5113	-0.5673	-1.0049	-0.3045	0.3219117504483725	0.39007427922302895	0.37488882466460605	0.3618600688868059	0.2679791143340771	0.4244577910287969
1	159750000	10	10	10	10	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.7572	-0.7105	-0.6526	-0.5732	-0.6623	-0.4596	0.3192544849663574	0.3294883678833697	0.34240387268267625	0.3604987699085638	0.34022313786409075	0.3870807192676064
1	160025000	10	10	10	10	10	6	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-1.0056	-0.7772	-0.7386	-0.686	-0.982	-0.4902	0.2678418202222239	0.31492366368067604	0.3233103610439518	0.33492348309220665	0.27249512024599126	0.379846453899818
1	160373437	5	9	10	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.2819	-0.2854	-0.2353	-0.2578	-0.3564	-0.0436	0.4299880274306969	0.4291303943293059	0.44144491487234855	0.435904593622156	0.4118313029152475	0.4891017263771567
1	160648437	5	9	10	10	10	7	TAD-TAD-TAD-TAD-TAD-TAD	Invariant	Invariant	Invariant	Invariant	Invariant	Invariant	-0.3637	-0.2379	-0.3059	-0.2772	-0.3278	-0.1103	0.4100641962779053	0.4408039274342158	0.42411581652703645	0.4311403666152441	0.4187760131326112	0.4724529226904746
1	160925000	0	10	0	0	0	7	NoTAD-TAD-NoTAD-NoTAD-NoTAD-TAD	Variable	Gained	Lost	NoTAD	NoTAD	Gained	NA	-0.5292	NA	NA	NA	-1.6875	NA	0.37070349465154956	NA	NA	NA	0.1561048974454574
1	16100000	10	0	0	0	10	0	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD	Variable	Lost	NoTAD	NoTAD	Gained	Lost	-0.4863	NA	NA	NA	-0.5413	NA	0.380765579624968	NA	NA	NA	0.3678852209854536	NA
